OwnerAge,Gender,Breed,DogAge
70,M,Entlebucher Sennenhund,4
50,W,Bolonka Zwetna,4
60,M,Mittelpudel,4
50,M,Pekingese,5
30,W,Danish-Swedish Farmdog,4
40,M,Dachshund,11
50,W,Dachshund,9
20,W,Appenzeller Sennenhund,5
50,M,Nova Scotia Duck Tolling Retriever,4
40,W,Parson Russell Terrier,4
40,M,Chihuahua,5
20,W,Pinscher,10
20,W,Pinscher,8
30,W,Schäfer,10
30,W,Französische Bulldogge,6
30,W,Bichon,4
30,W,Pekingese,5
70,W,Flat Coated Retriever,8
40,W,Rhodesian Ridgeback,9
30,W,Chihuahua,4
50,M,Labrador Retriever,10
40,M,Golden Retriever,4
30,W,Yorkshire Terrier,4
50,W,Epagneul Breton (Bretonischer Vorstehhund),5
20,W,Galgo Espanol,0
20,W,Ratenero Bodeguero,4
40,M,Beagle,4
40,M,Beagle,1
40,W,Beagle,4
40,W,Rottweiler,4
50,W,Münsterländer,4
30,W,Basenji,0
50,W,Labrador Retriever,11
40,M,Beagle,8
30,W,Französische Bulldogge,5
30,W,Parson Russell Terrier,6
50,M,Yorkshire Terrier,5
50,M,Bichon à poil frisé,1
30,W,Mops,4
40,M,Flat Coated Retriever,1
70,W,Malteser,12
50,M,Coton de Tulear,7
30,M,Labrador Retriever,7
40,M,Französische Bulldogge,7
30,W,Französische Bulldogge,4
40,W,Pinscher,4
40,W,Kooikerhondje,4
40,M,Akita,4
50,W,Chihuahua,4
30,W,Deutscher Kleinspitz,4
30,W,Toypudel,4
40,M,Zwergdachshund,3
60,W,Barbet,4
20,W,Zwergspitz,5
50,M,Yorkshire Terrier,11
60,M,Jack Russel Terrier,5
50,M,Yorkshire Terrier,4
40,W,Bolonka Zwetna,4
50,W,Pudel,6
30,W,Border Collie,6
50,W,Lakeland Terrier,14
50,W,Golden Retriever,4
50,W,Jack Russel Terrier,4
20,W,Pinscher,4
20,M,Bulldog,1
20,M,Old Englische Bulldogge,4
50,M,Deutscher Schäfer,4
50,W,Pumi,4
70,M,Havaneser,4
40,W,Pudel,7
30,W,Lagotto Romagnolo,4
40,W,Norwich Terrier,4
50,M,Labrador Retriever,4
30,W,Belgischer Schäferhund,6
30,W,Labrador Retriever,4
50,W,Zwergpudel,4
70,W,Biewer Yorkshire Terrier,4
50,W,Toy Pudel,8
50,W,Australian Shepherd,4
40,W,Französische Bulldogge,4
30,M,Rhodesian Ridgeback,4
50,W,Dachshund,10
20,M,Yorkshire Terrier,4
30,M,Prager Rattler,11
40,W,Pomeranian,4
60,W,Labrador,4
50,W,Beagle,4
20,M,Zwergspitz,4
30,W,Dobermann,1
30,W,Entlebucher Sennenhund,4
40,W,Dachshund,4
30,M,Jack Russel Terrier,5
60,W,Malteser,4
30,M,Setter,8
30,W,Jack Russel Terrier,5
30,W,Labrador Retriever,1
60,W,Jack Russel Terrier,11
40,W,Malinois,14
40,W,Chihuahua,6
40,M,Französische Bulldogge,0
30,W,Retriever,7
60,M,Miniature Australian Shepherd,4
40,W,Jack Russel Terrier,6
50,M,Malteser,4
50,W,Französische Bulldogge,4
30,W,Havaneser,10
30,M,Podengo Portugues,7
60,W,Malteser,4
60,W,Malteser,3
30,W,Zwergrauhaardackel,4
40,W,Beagle,7
50,W,Französische Bulldogge,4
50,W,Zwergpinscher,4
30,M,Pekingese,4
20,M,Parson Russell Terrier,4
40,M,Chihuahua,5
30,W,Mops,13
40,M,Weimaraner,2
30,W,Mops,5
30,M,Labrador Retriever,4
30,W,Zwergspitz,4
30,W,Dachshund,4
60,M,Bolonka Zwetna,4
20,W,Pomeranian,4
40,M,Australian Shepherd,8
20,W,Chihuahua,4
70,M,Parson Russell Terrier,3
40,M,Parson Jack Russell Terrier,4
50,M,Beagle,8
30,W,Weimaraner,4
60,M,Lagotto Romagnolo,8
50,W,Cocker Spaniel,4
60,M,Jack Russel Terrier,4
30,M,Shetland Sheepdog,6
30,M,Französische Bulldogge,4
60,W,Mittelschnauzer,4
40,W,Zwergpudel,4
40,W,Chihuahua,2
50,M,Old Englische Bulldogge,4
40,W,Terrier,8
40,W,Entlebucher Sennenhund,4
40,M,Shih Tzu,4
20,W,Pomeranian,4
20,W,Pomeranian,3
30,W,Bichon frisé,4
60,W,Parson Jack Russell Terrier,4
40,W,Dachshund,9
40,W,Dachshund,9
50,W,Chihuahua,6
50,W,Chihuahua,6
50,W,Französische Bulldogge,4
40,W,English Cocker Spaniel,4
30,M,Chow Chow,4
40,W,Französische Bulldogge,4
40,W,English Cocker Spaniel,11
50,W,Bayerischer Gebirgsschweisshund,8
60,W,Boston Terrier,10
30,M,Chihuahua,4
50,M,Labrador Retriever,6
50,W,Foxterrier,4
20,W,Lhasa Apso,13
20,W,Chihuahua,8
20,W,Italienisches Windspiel,3
20,W,Chihuahua,8
30,W,Border Collie,5
50,W,Cavalier King Charles Spaniel,4
50,W,Bolonka Zwetna,4
50,W,Tibet Terrier,6
30,M,Zwergpudel,4
50,W,Chihuahua,4
40,W,Zwergpinscher,15
30,W,Beagle,7
40,M,Französische Bulldogge,4
40,W,Papillon,4
60,W,Bearded Collie,6
40,W,Irish Terrier,4
30,W,Zwergspitz,6
30,W,Zwergspitz,4
30,W,Zwergspitz,0
30,W,Zwergspitz,0
30,W,Zwergspitz,0
40,W,Labrador Retriever,4
40,M,Französische Bulldogge,4
50,M,Kangal,8
40,W,Chihuahua,6
40,W,Chihuahua,6
40,W,Golden Retriever,1
20,M,Malteser,4
20,W,Bolonka Zwetna,4
60,W,Mops,9
70,W,Zwergpudel,7
40,W,Chihuahua,7
30,W,Rottweiler,5
20,W,Appenzeller Sennenhund,5
40,M,Prager Rattler,3
40,M,Prager Rattler,1
40,W,Malteser,4
40,W,Französische Bulldogge,4
30,W,Pekingese,9
40,W,Jack Russel Terrier,5
20,W,Schäfer,7
20,W,Schäfer,6
40,W,Border Collie,4
40,W,Old English  Sheepdog,9
30,W,Malteser,12
30,W,Beagle,8
40,W,Parson Terrier,6
40,W,Border Terrier,4
30,M,Zwergdackel,3
40,W,Whippet,4
40,W,Perro de Agua Espanol,4
50,M,Labrador,12
30,W,Shih Tzu,4
40,M,Schweizer Laufhund,5
40,W,Border Collie,4
50,W,Border Collie,7
30,W,Boxer,4
70,W,Chihuahua,8
30,M,Zwergdachshund,11
30,W,Englische Bulldogge,4
60,W,Französische Bulldogge,4
30,M,Cavalier King Charles Spaniel,4
80,M,Appenzeller Sennenhund,3
40,W,Golden Retriever,12
40,W,English Cocker Spaniel,4
40,W,Labrador Retriever,5
30,W,Schäfer,8
20,M,Old Englische Bulldogge,6
40,W,Chihuahua,4
20,W,Berner Sennenhund,4
30,W,Shar Pei,4
40,W,Chihuahua,3
30,M,Prager Rattler,4
20,W,Zwergspitz,4
50,W,Zwergspitz,4
40,W,Beagle,4
40,W,Mudi,4
40,M,Whippet,4
30,M,Labrador,4
50,W,Australian Shepherd,4
40,M,Dachshund,4
70,W,Mops,11
30,W,Bouvier des Flandres,3
30,W,Pudel,6
40,W,Shih Tzu,4
40,M,Labrador Retriever,4
30,M,Australian Shepherd,4
40,W,Labrador Retriever,4
50,M,Havaneser,4
40,W,Bolonka Zwetna,4
70,M,Entlebucher Sennenhund,13
40,W,Chihuahua,7
30,M,Deutscher Langhaarschäfer,11
40,W,Französische Bulldogge,8
30,W,Shih Tzu,4
30,W,Shih Tzu,4
40,M,Labrador Retriever,6
50,W,Foxterrier,6
60,W,Breton,4
40,W,Chow Chow,4
40,W,Bolonka Zwetna,3
30,M,Malteser,7
30,W,Chihuahua,9
40,W,Yorkshire Terrier,13
20,W,Old Englische Bulldogge,6
50,M,Bichon frisé,4
30,W,Schnauzer,5
40,W,Labrador,3
40,W,Labrador Retriever,4
40,W,Chihuahua,5
20,W,Chihuahua,9
20,W,Chihuahua,9
40,W,Samojede,14
30,W,Welsh Springer Spaniel,4
40,W,Französische Bulldogge,8
80,W,Dachshund,7
40,W,Zwergdackel,5
30,W,Mops,10
70,M,Border Collie,4
50,W,Cairn Terrier,4
40,W,Kooikerhondje,4
30,W,Jack Russel Terrier,10
30,W,Yorkshire Terrier,11
60,W,Mops,9
50,W,Lagotto Romagnolo,4
20,W,Pekingese,14
40,W,Bichon frisé,4
50,W,Labrador Retriever,4
30,W,Chihuahua,4
30,W,Chihuahua,3
30,W,Französische Bulldogge,5
20,W,Shiba Inu,4
30,M,Zwergschnauzer,3
40,W,Französische Bulldogge,12
50,W,Malteser,4
30,M,Sibirischer Husky,4
20,W,Französische Bulldogge,4
70,M,Jack Russel Terrier,4
20,W,Old Englische Bulldogge,5
70,M,Flat Coated Retriever,5
30,W,Collie,6
40,M,Pinscher,10
40,M,Yorkshire Terrier,5
40,W,Französische Bulldogge,4
40,M,Berner Sennenhund,1
50,M,Lagotto Romagnolo,4
50,W,Mops,4
30,W,Labrador Retriever,1
30,W,Boston Terrier,8
30,W,Yorkshire Terrier,8
40,W,Golden Retriever,7
40,M,Deutscher Pinscher,0
30,M,Schäfer,8
30,M,Schäfer,5
40,W,Labrador Retriever,4
40,W,Mischling,3
40,W,Zwergspitz,6
20,M,Französische Bulldogge,4
50,W,Deutscher Kleinspitz,0
30,W,Französische Bulldogge,4
30,W,Cavalier King Charles Spaniel,4
30,W,Malteser,4
30,W,Scottish Terrier,5
70,M,Labrador Retriever,4
30,W,Labrador Retriever,5
30,M,Mops,6
50,W,Podenco Canario,12
30,W,Deutscher Kleinspitz,4
20,W,Französische Bulldogge,4
40,W,Pomeranian,14
50,M,Yorkshire Terrier,4
40,W,Bolonka Zwetna,1
40,W,Französische Bulldogge,4
50,W,Boxer,9
30,W,Französische Bulldogge,4
20,M,Cane Corso,4
60,W,Mittelpudel,3
40,M,Beagle,4
50,M,Podenco,4
60,W,Chihuahua,15
40,M,Pomeranian,4
30,W,Deutscher Schäfer,4
70,W,Bichon frisé,1
30,W,Miniature Bull Terrier,5
40,W,Französische Bulldogge,4
40,W,Lagotto Romagnolo,2
50,W,Malteser,4
40,W,Lagotto Romagnolo,3
30,W,Boston Terrier,4
30,M,Border Collie,3
30,M,Parson Russell Terrier,4
40,W,Berner Sennenhund,3
70,W,Border Collie,4
40,W,Shiba Inu,3
30,W,Französische Bulldogge,4
30,M,Rhodesian Ridgeback,4
30,M,Border Collie,2
30,M,Sibirischer Husky,4
70,W,West Highland White Terrier,3
40,W,Chihuahua,8
40,W,Zwergspitz,3
40,W,Toypudel,4
20,M,Golden Retriever,3
30,M,Beagle,5
50,M,Yorkshire Terrier,9
40,M,Chihuahua,4
60,W,Papillon,8
30,M,English Cocker Spaniel,3
30,W,Biewer Yorkshire Terrier,4
30,W,Entlebucher Sennenhund,3
40,W,Labrador Retriever,3
30,W,Französische Bulldogge,4
40,M,Chihuahua,6
30,W,Französische Bulldogge,13
30,M,Dobermann,11
50,W,Pudel,6
30,W,Chow Chow,8
30,W,Dachshund,7
20,W,Golden Retriever,4
50,W,Russischer schwarzer Terrier,12
50,W,Toypudel,4
20,W,Coton de Tulear,3
30,W,Bolonka Zwetna,3
30,W,Bolonka Zwetna,3
30,M,Französische Bulldogge,4
40,M,Chihuahua,4
30,W,Västgötaspets (Westgotenspitz),0
30,M,Shiba Inu,5
30,W,Labrador Retriever,9
40,W,Chihuahua,10
40,M,Collie,11
60,M,Malteser,6
40,M,Chihuahua,12
40,M,Akita,3
60,W,Collie,4
30,W,Zwergpudel,11
20,W,Zwergspitz,3
30,M,Appenzeller Sennenhund,3
30,M,Englische Bulldogge,10
30,M,Bologneser,5
30,M,Border Collie,11
40,W,Shih Tzu,3
40,W,Groenendael,6
40,W,Beagle,9
30,W,Chihuahua,4
30,W,Shetland Sheepdog,3
40,W,Labrador,3
40,M,West Highland White Terrier,5
40,W,Sheltie,13
20,W,Dachshund,0
60,M,Bolonka Zwetna,3
40,W,Shih Tzu,4
80,W,Pudel,0
30,W,Zwergspitz,4
40,M,Yorkshire Terrier,3
20,W,Chihuahua,5
30,W,Labrador Retriever,6
50,W,Bolonka Zwetna,10
30,W,Dachshund,3
40,W,Miniature Bull Terrier,1
20,M,Boxer,3
30,M,Yorkshire Terrier,4
60,M,Berner Sennenhund,3
50,M,Jack Russel Terrier,5
40,W,Bolonka Zwetna,1
40,W,Zwergschnauzer,3
30,M,Schäfer,5
50,W,Französische Bulldogge,3
60,M,Pinscher,2
20,W,Labrador Retriever,3
30,W,Labrador Retriever,3
30,W,Labrador Retriever,3
40,W,Parson Russell Terrier,3
30,W,Chihuahua,5
70,M,Malteser,4
50,M,Golden Retriever,3
50,W,Yorkshire Terrier,3
30,W,Magyar Viszla,3
70,M,Groenendael,3
40,W,Cane Corso,3
50,M,Lagotto Romagnolo,5
30,W,Französische Bulldogge,3
30,W,Italienisches Windspiel,3
50,M,Boston Terrier,3
30,W,Pomeranian,3
40,W,Labrador Retriever,3
30,W,Chihuahua,6
30,W,Beagle,11
40,W,Labrador,3
50,M,Border Collie,3
40,W,Flat Coated Retriever,3
30,M,Border Collie,7
30,W,Golden Retriever,3
40,M,Field Spaniel,3
30,M,Labrador,2
30,M,Labrador Retriever,2
70,M,Pudel,3
30,W,Border Collie,8
30,W,Border Collie,0
60,W,Lakeland Terrier,3
40,W,Petit Brabançon,4
40,W,Petit Brabançon,0
50,W,Foxterrier,8
40,M,Welsh Terrier,13
30,W,Französische Bulldogge,7
70,W,Havaneser,8
40,W,Labrador,5
60,M,Dogo Argentino,8
60,W,Mops,7
60,W,Mops,5
70,W,Jack Russel Terrier,6
30,M,Malinois,8
30,W,Mops,12
60,W,Malteser,7
50,M,Pinscher,3
40,W,Labrador,8
40,W,Labrador,3
70,W,Labrador Retriever,3
70,W,Labrador Retriever,0
40,W,Pomeranian,6
20,M,Podenco,3
50,W,Labrador Retriever,3
30,W,Boston Terrier,3
40,W,Cairn Terrier,3
50,W,Mittelspitz,8
30,M,Französische Bulldogge,7
50,W,Havaneser,3
70,M,Mops,3
999,M,Lagotto Romagnolo,3
30,M,Havaneser,3
30,M,Border Terrier,8
20,M,Schäfer,6
70,W,Yorkshire Terrier,3
60,W,Malteser,3
50,W,Vizsla,8
50,W,Vizsla,6
30,W,Welsh Corgi Pembroke,3
60,M,Pomeranian,4
30,M,Galgo Espanol,4
70,M,Englische Bulldogge,4
30,M,Labrador Retriever,13
30,M,Terrier,13
40,W,Zwergpinscher,9
50,M,Malteser,6
30,W,Pudel,3
50,W,Continental Bulldog,5
60,W,Deutscher Schäfer,10
30,W,Pudel,12
40,M,Lagotto Romagnolo,3
30,M,Labrador Retriever,3
40,W,Golden Retriever,3
30,M,Deutscher Schäfer,3
40,W,Labrador Retriever,3
50,W,Malteser,10
40,W,Beagle,3
60,W,Appenzeller Sennenhund,4
70,W,Biewer Yorkshire Terrier,3
30,M,Border Collie,1
60,W,Französische Bulldogge,1
30,W,Beagle,3
30,W,Jack Russel Terrier,3
30,W,Französische Bulldogge,3
60,W,Labrador Retriever,3
30,W,Boxer,4
20,M,Dogo Argentino,3
60,W,Yorkshire Terrier,3
40,W,Biewer Yorkshire Terrier,3
20,W,Golden Retriever,3
30,M,Labrador Retriever,1
50,W,American Cocker Spaniel,7
30,W,Französische Bulldogge,4
40,M,Old Englische Bulldogge,12
20,M,Appenzeller Sennenhund,4
30,W,Königspudel,3
30,M,Labrador Retriever,6
40,W,Setter,4
30,W,Jack Russel Terrier,4
30,W,Zwergpinscher,10
30,W,Malteser,3
50,W,Cavalier King Charles Spaniel,4
60,W,Mops,12
60,W,Mops,10
90,W,Zwergschnauzer,6
30,M,Labrador Retriever,3
30,W,Shiba Inu,3
30,M,Englische Bulldogge,3
30,W,Shih Tzu,13
30,W,Labrador Retriever,3
30,M,Jack Russel Terrier,3
30,W,Pudel,4
40,W,Zwergpinscher,16
50,W,Englische Bulldogge,6
40,W,Zwergspitz,3
20,M,Lagotto Romagnolo,0
20,W,Bulldog,2
20,W,Deutscher Boxer,3
40,W,Chihuahua,3
50,W,Chihuahua,3
30,W,Border Collie,6
50,W,Zwergspitz,3
40,M,Zwergspitz,3
30,W,Labrador Retriever,3
40,W,Zwergspitz,3
20,W,Chihuahua,4
50,M,Französische Bulldogge,1
80,W,Coton de Tulear,12
60,W,Grosspudel,0
50,W,Appenzeller Sennenhund,5
50,W,Golden Retriever,6
50,M,Weimaraner,5
50,M,Beagle,8
30,W,Beagle,7
40,M,Pudel,10
40,W,Deutscher Schäfer,12
30,W,Podenco,6
50,W,Flat Coated Retriever,3
50,W,Yorkshire Terrier,7
50,W,Yorkshire Terrier,5
30,W,Pinscher,3
50,W,Rhodesian Ridgeback,3
60,W,Bolonka Zwetna,3
30,W,Zwergspitz,0
50,W,Cocker Spaniel,3
30,W,Zwergdackel,4
30,M,Labrador Retriever,3
30,W,Havaneser,3
20,M,Jack Russel Terrier,3
60,M,Grosspudel,4
40,M,Französische Bulldogge,1
60,W,Havaneser,3
30,W,Podenco,12
50,W,Dachshund,15
40,M,Border Collie,3
40,W,Zwergspitz,3
40,M,Französische Bulldogge,3
50,W,Pomeranian,3
40,W,Jack Russel Terrier,3
30,M,Sibirischer Husky,4
50,M,Parson Jack Russell Terrier,3
40,M,Gordon Setter,2
30,M,Französische Bulldogge,3
50,W,Labrador Retriever,8
40,W,Jack Russel Terrier,3
40,W,Cocker Spaniel,7
30,M,Sibirischer Husky,3
40,W,Shih Tzu,3
40,W,Continental Bulldog,3
20,M,Labrador Retriever,5
30,M,Chihuahua,3
60,W,Chihuahua,3
30,M,Airedale Terrier,12
40,M,Pudel,6
30,W,Berner Sennenhund,5
30,W,Labrador Retriever,3
40,W,Englische Bulldogge,6
40,W,Old Englische Bulldogge,7
70,W,Malteser,6
70,W,Malteser,3
40,M,American Cocker Spaniel,5
30,W,Weimaraner,8
70,W,Barbet,3
30,M,Zwergspitz,3
40,W,Rehpinscher,7
20,M,Maremmano,3
40,M,Bedlington Terrier,3
40,W,Labrador Retriever,5
50,W,Labrador Retriever,3
40,W,Istrianer Bracke,3
50,W,Cocker Spaniel,9
40,W,Labrador Retriever,3
30,W,Französische Bulldogge,3
30,M,Shiba Inu,2
40,M,Chihuahua,3
60,W,Golden Retriever,3
50,W,Bolonka Zwetna,3
40,W,Zwergdackel,3
40,M,Pudel,4
50,W,Labrador Retriever,6
40,W,Irish Terrier,3
60,M,Labrador Retriever,8
30,W,Parson Russell Terrier,3
20,M,Mops,4
30,M,Pekingese,4
30,M,Deutscher Kleinspitz,3
30,W,Dogo Argentino,3
50,M,Border Collie,6
30,W,King Charles Spaniel,4
20,W,Französische Bulldogge,7
20,W,Zwergspitz,0
20,W,Chihuahua,3
40,M,English Springer Spaniel,3
40,W,Chihuahua,3
20,W,Bichon,4
40,W,Pudel,3
30,W,Malteser,3
30,W,Teckel,3
20,W,Chihuahua,7
70,W,Malteser,3
40,W,Zwergschnauzer,3
40,M,Dachshund,3
20,W,Chihuahua,4
30,W,Mops,3
20,M,Dogo Argentino,4
30,M,Englische Bulldogge,5
50,M,Cocker Spaniel,13
50,M,Cocker Spaniel,7
50,M,Cocker Spaniel,6
30,W,Galgo Espanol,7
40,W,Yorkshire Terrier,3
30,W,Spaniel,6
50,W,Beagle,10
50,M,Nova Scotia Duck Tolling Retriever,3
60,W,Schapendoes,9
30,M,Samojede,3
30,M,Shiba Inu,8
70,W,Havaneser,4
50,W,Französische Bulldogge,6
30,M,Jack Russel Terrier,3
80,W,Deutscher Schäfer,14
70,W,Malteser,3
50,W,Havaneser,3
30,W,Yorkshire Terrier,3
40,W,Golden Retriever,4
80,W,Magyar Viszla,4
20,W,Chihuahua,5
20,W,Chihuahua,2
30,W,Chihuahua,10
30,W,Chihuahua,10
40,M,English Cocker Spaniel,1
60,W,Bolonka Zwetna,3
30,M,Deutscher Kleinspitz,3
30,M,Malteser,4
40,W,Cocker Spaniel,3
30,W,Zwergdachshund,3
50,W,Pekingese,3
50,W,Labrador,3
30,W,Französische Bulldogge,3
50,W,Chihuahua,13
40,W,Zwergspitz,3
40,M,Italienisches Windspiel,3
50,W,Mops,8
70,W,Chihuahua,3
50,W,Bolonka Zwetna,3
30,W,Malteser,3
50,W,Malteser,3
50,M,Chihuahua,4
30,M,Lakeland Terrier,3
30,M,Beagle,3
50,M,Jack Russel Terrier,8
50,M,Jack Russel Terrier,0
30,W,Cane Corso,1
30,W,Miniature Australian Shepherd,3
50,M,Lagotto Romagnolo,7
40,W,Malteser,3
50,M,Deutscher Pinscher,1
60,W,Jack Russel Terrier,3
50,W,Französische Bulldogge,3
30,M,Foxterrier,3
30,W,Vizsla,3
60,W,Epagneul Breton (Bretonischer Vorstehhund),16
70,W,Yorkshire Terrier,3
40,W,Phalène,3
30,W,Whippet,11
20,W,Chihuahua,8
30,W,Zwergdachshund,3
50,W,Französische Bulldogge,3
30,M,Pekingese,3
30,W,Malteser,9
30,M,Miniature Bull Terrier,2
20,W,Französische Bulldogge,3
30,W,Border Collie,3
50,W,Berner Sennenhund,0
30,W,Zwergspitz,6
70,W,Border Collie,4
30,M,Labrador Retriever,4
50,W,Zwergschnauzer,5
30,W,Mops,13
60,W,Yorkshire Terrier,6
60,W,Yorkshire Terrier,3
20,M,Deutscher Kleinspitz,12
20,M,Zwergspitz,4
20,W,Chihuahua,3
50,W,Yorkshire Terrier,7
40,M,Zwergpinscher,3
30,M,Französische Bulldogge,3
30,W,Pointer,4
50,W,Labrador Retriever,4
30,W,Zwergspitz,3
40,W,Bolonka Zwetna,3
30,W,Yorkshire Terrier,13
50,W,Mops,3
40,W,English Cocker Spaniel,3
30,W,Französische Bulldogge,3
40,W,Flat Coated Retriever,3
50,W,Bologneser,3
50,W,Bologneser,3
50,M,Chihuahua,10
50,M,Chihuahua,10
30,M,Australian Shepherd,3
20,M,Golden Retriever,3
50,M,Siberian Husky,0
50,M,Zwergpudel,3
30,W,Havaneser,3
60,W,Magyar Viszla,3
60,W,Vizsla,5
40,M,Continental Bulldog,3
40,M,Französische Bulldogge,1
30,W,Berner Sennenhund,3
30,M,Nova Scotia Duck Tolling Retriever,3
30,M,Border Collie,5
40,W,Australian Shepherd,3
40,W,Labrador,3
60,W,Jack Russel Terrier,10
50,M,Chihuahua,3
30,W,Sibirischer Husky,3
50,W,Yorkshire Terrier,5
40,W,Malteser,3
40,M,Spanischer Wasserhund,10
40,M,Französische Bulldogge,3
40,M,Französische Bulldogge,0
20,M,Mops,3
40,M,Mops,3
60,M,Flat Coated Retriever,3
40,M,Dogo Argentino,4
40,W,Shih Tzu,3
40,W,Shih Tzu,0
40,W,Zwergschnauzer,14
40,W,Zwergschnauzer,13
40,M,Biewer Yorkshire Terrier,3
40,W,Dachshund,4
50,W,Chihuahua,1
50,W,Chihuahua,2
40,M,Nova Scotia Duck Tolling Retriever,0
40,M,Englische Bulldogge,5
30,M,Appenzeller Sennenhund,3
50,W,Yorkshire Terrier,3
30,M,Magyar Viszla,3
50,W,English Springer Spaniel,5
40,M,Labrador Retriever,4
30,W,Zwergspitz,3
30,M,Deutscher Kleinspitz,3
40,W,Dalmatiner,7
20,W,Spitz,3
30,W,Französische Bulldogge,7
30,W,Bolonka Zwetna,3
30,W,Papillon,14
30,M,Dachshund,1
40,W,Chesapeake Bay Retriever,3
50,W,Appenzeller Sennenhund,3
40,W,Jack Russel Terrier,10
50,W,Foxterrier,14
40,W,Parson Russell Terrier,2
30,W,Australian Shepherd,3
30,W,Magyar Viszla,0
30,W,Chihuahua,3
20,W,Zwergspitz,3
20,W,Dobermann,2
20,W,Tosa Inu,2
40,W,Zwergspitz,3
40,M,Labrador,4
60,W,Welsh Corgi Pembroke,3
30,W,English Springer Spaniel,10
60,W,Toy Pudel,11
30,W,Husky,3
50,W,Australian Shepherd,3
50,M,Pinscher,3
30,M,Deutscher Schäferhund,3
40,W,Malteser,0
50,W,Labrador,3
40,W,Prager Rattler,0
40,W,Zwergpinscher,8
50,W,Irish Setter,9
20,W,Chihuahua,7
40,M,Französische Bulldogge,3
70,M,Yorkshire Terrier,14
30,W,Malteser,7
30,W,Zwergspitz,1
30,M,Basset bleu de Gascogne,7
60,W,Bergamasker,1
60,W,Labrador,14
40,W,Flat Coated Retriever,6
30,W,Chihuahua,11
40,W,Französische Bulldogge,3
20,W,Französische Bulldogge,13
30,W,Berner Sennenhund,7
30,W,Appenzeller Sennenhund,3
30,W,Chihuahua,9
30,W,Französische Bulldogge,7
30,M,Labrador Retriever,5
30,W,Australian Shepherd,6
50,M,Bologneser,5
30,W,Border Collie,0
30,W,Chihuahua,4
50,M,Malteser,5
50,W,Schäfer,13
20,M,Rottweiler,3
60,W,Appenzeller Sennenhund,14
60,M,Französische Bulldogge,0
50,W,Havaneser,3
60,W,English Cocker Spaniel,2
40,W,Havaneser,3
50,W,Labrador Retriever,5
20,W,Chihuahua,4
60,M,Yorkshire Terrier,12
50,W,Labrador,4
40,W,Malteser,10
50,W,Chihuahua,12
40,W,Whippet,3
20,W,Zwergpudel,5
40,W,Lagotto Romagnolo,2
20,M,Französische Bulldogge,3
40,M,Cirneco dell'Etna,2
60,W,Chihuahua,3
50,W,Gordon Setter,13
30,M,Zwergpinscher,3
30,M,Zwergpudel,12
20,W,Toypudel,3
50,M,Pekingese,5
50,W,West Highland White Terrier,3
20,W,Mops,10
60,M,English Setter,4
30,W,Französische Bulldogge,3
30,M,Cane Corso,3
40,M,Deutscher Schäferhund,12
30,M,Shih Tzu,1
40,M,Shih Tzu,4
50,M,Lagotto Romagnolo,2
50,W,Bolonka Zwetna,3
60,W,Zwergpudel,6
50,W,Yorkshire Terrier,9
50,W,Malteser,1
20,M,Rottweiler,5
30,M,Französische Bulldogge,3
50,W,Lagotto Romagnolo,2
40,M,Cocker Spaniel,3
40,W,Belgischer Schäferhund,14
50,W,Rhodesian Ridgeback,7
30,M,Boxer,10
30,M,Französische Bulldogge,5
40,M,Toy Pudel,3
40,W,Maremmen-Abruzzen-Schäferhund,3
30,W,Labrador,4
30,M,Maremmano,7
30,M,West Highland White Terrier,4
30,W,Malteser,8
30,M,Continental Bulldog,2
30,W,Prager Rattler,12
40,M,Labrador Retriever,2
40,W,Bolonka Zwetna,2
60,W,Schäfer,11
50,M,Beagle,5
40,M,Chihuahua,2
30,M,Zwergspitz,2
50,M,Malteser,3
30,W,Pekingese,6
30,W,Old Englische Bulldogge,3
30,W,Greyhound,4
50,M,Saluki,6
30,M,Tamaskan,3
30,W,Zwergspitz,3
30,M,Chihuahua,2
30,W,Husky,10
60,W,Zwergspitz,9
50,W,Affenpinscher,0
50,W,Maremmano,5
40,W,Jack Russel Terrier,5
30,W,Shiba Inu,7
50,W,Chihuahua,3
20,W,Lagotto Romagnolo,2
50,M,Foxterrier,2
50,W,Cocker Spaniel,8
40,W,Bichon frisé,2
20,M,Bullmastiff,5
40,W,Französische Bulldogge,2
40,W,Bolonka Zwetna,9
40,W,Bolonka Zwetna,1
40,W,Bolonka Zwetna,0
40,M,Deutscher Schäfer,5
30,W,Lagotto Romagnolo,2
20,M,Berner Sennenhund,2
70,M,Border Terrier,6
40,W,Rehpinscher,3
50,W,Lagotto Romagnolo,2
40,W,Terrier,7
60,M,Deutscher Schäferhund,8
70,W,Toypudel,6
50,W,Französische Bulldogge,3
40,W,Malteser,2
50,W,Kooikerhondje,5
50,M,Ca de Bestiar (Spanischer Schäferhund),4
10,W,Dachshund,3
30,M,Beagle,2
50,W,Bichon frisé,9
30,M,Mops,2
30,M,Labrador,6
40,W,Lagotto Romagnolo,2
50,W,Havaneser,2
60,W,Pomeranian,3
30,M,Deutscher Boxer,2
40,W,Chihuahua,6
30,W,Deutscher Schäfer,5
30,W,Shih Tzu,2
50,W,Zwergschnauzer,2
60,W,Yorkshire Terrier,2
50,W,Perro de Agua Espanol,12
40,W,Ratenero Bodeguero,3
60,W,Jack Russel Terrier,4
30,W,Chihuahua,4
